引渡報告日,車台番号,型式,車名,引渡先事業者／事業所名称,引渡先事業所所在地
2025/6/13,HFC26-147845,DAA-HFC26,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,E12-067907,DBA-E12,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,K13-303874,DBA-K13,ニッサンＭＴ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,E12-129029,DBA-E12,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,E12-182228,DBA-E12,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,TU31-007049,UA-TU31,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,BRG-006160,DBA-BRG,スバル,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,BMM-007637,DBA-BMM,スバル,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,GH3-002801,DBA-GH3,スバル,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,RB3-1005536,DBA-RB3,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,RB3-1002157,DBA-RB3,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,VF7LC5FTF74919778,ABA-B55FT,シトロエン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,AHR10-2013360,CAA-AHR10W,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,ZVW30-0122440,DAA-ZVW30,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,RB3-1121438,DBA-RB3,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,RB3-1123089,DBA-RB3,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,RN6-1026717,DBA-RN6,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,RN8-1006872,DBA-RN8,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,RK1-1208727,DBA-RK1,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,GE8-1514307,DBA-GE8,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,RB1-1076697,ABA-RB1,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,RN6-1082363,DBA-RN6,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,RB3-1020317,DBA-RB3,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,CREW-306648,DBA-CREW,マツダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,LY3P-156699,DBA-LY3P,マツダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,NA4W-0203149,DBA-NA4W,三菱,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,CV4W-0600897,DBA-CV4W,三菱,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,CV5W-0014395,DBA-CV5W,三菱,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,WBAVW72000A138042,ABA-VR20,ＢＭＷ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,WMWRE32080TG92305,GH-RE16,ＢＭＷ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,YV1BW985081012681,CBA-BB6324W,ボルボ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,H81W-0608218,LA-H81W,三菱,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,GSR55-0004323,DBA-GSR55W,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,EP91-0100205,E-EP91,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,QNC20-0041184,DBA-QNC20,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,ACR50-0038453,DBA-ACR50W,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,ACR50-0134819,DBA-ACR50W,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,AZR60-0441624,CBA-AZR60G,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,ZGM11-0003499,DBA-ZGM11W,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,NNP11-5034140,CBA-NNP11,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,GGH25-8012645,DBA-GGH25W,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,AZR60-3084500,DBA-AZR60G,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,ZRE142-9000381,DBA-ZRE142G,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,ZNE10-0073457,UA-ZNE10G,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,ANM10-0083741,DBA-ANM10W,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,NCP81-5118137,DBA-NCP81G,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,NCP85-5000008,CBA-NCP85G,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,NSP141-8009134,DBA-NSP141,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,NCP141-9041737,DBA-NCP141,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,NNP11-0044224,CBA-NNP11,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,NCP141-9017283,DBA-NCP141,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,E12-164112,DBA-E12,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,C11-372985,DBA-C11,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,C25-036392,CBA-C25,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,HFC26-135251,DAA-HFC26,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,HFC26-105291,DAA-HFC26,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,VY12-030222,DBF-VY12,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,NZ12-051362,DBA-NZ12,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,E51-110466,CBA-E51,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,RN6-1084719,DBA-RN6,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,RG1-1126401,DBA-RG1,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,RR3-1005814,DBA-RR3,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,RR1-1000855,DBA-RR1,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,LW5W-133369,GF-LW5W,マツダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/13,MNH10-0101975,TA-MNH10W,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,ZAR93900005014676,GH-93922S,アルファロメオ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,VCH10-0035217,GF-VCH10W,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,SCP90-2033812,DBA-SCP90,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,ZVW30-5038799,DAA-ZVW30,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,ZVW30-5234926,DAA-ZVW30,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,GXE10-0003914,GF-GXE10,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,L150S-0297443,DBA-L150S,ダイハツ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,WVWZZZ1KZ6U038244,GH-1KBLX,フォルクスワーゲン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,WVWZZZ1KZAW272670,DBA-1KCAX,フォルクスワーゲン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,L650S-0010175,DBA-L650S,ダイハツ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,QNC21-0073759,DBA-QNC21,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,ANM10-0028584,CBA-ANM10W,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,ZRE144-9006531,DBA-ZRE144G,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,ZRE142-9007279,DBA-ZRE142G,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,YXS10-0146230,ABA-YXS10H,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,AZT251-0008937,CBA-AZT251W,ＴＭＵＫ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,KSP90-2095746,DBA-KSP90,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,NNP11-0007187,CBA-NNP11,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,MNH10-0008755,TA-MNH10W,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,ACR50-0050683,DBA-ACR50W,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,ZRE142-9043399,DBA-ZRE142G,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,GSR55-7005945,DBA-GSR55W,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,ZRE144-9000243,DBA-ZRE144G,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,KSP90-5084741,DBA-KSP90,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,ACR50-0002269,DBA-ACR50W,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,NCP141-9003082,DBA-NCP141,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,SCP100-2006417,DBA-SCP100,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,AHR20-7005335,DAA-AHR20W,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,E11-745224,DBA-E11,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,Z12-217946,DBA-Z12,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,CC25-374361,DBA-CC25,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,E11-354157,DBA-E11,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,C11-155602,DBA-C11,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,CC25-182444,DBA-CC25,ＮＩＳＳＡＮ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,JU30-404174,GF-JU30,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,MY34-117090,TA-MY34,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,CWEFWN-122791,DBA-CWEFWN,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,M35114714,GH-M35,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,NE51-000550,UA-NE51,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,E11-312589,DBA-E11,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,NE51-010114,UA-NE51,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,TB17-018603,DBA-TB17,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,WGC34-016158,E-WGC34,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,BP5-178280,CBA-BP5,スバル,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,BE5-045173,GF-BE5,スバル,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,RG1-1122376,DBA-RG1,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,RB3-1106647,DBA-RB3,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,CS2V-0201177,CBE-CS2V,三菱,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,WAUZZZ8K6CA106570,ABA-8KCDNF,アウディ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,WBAVL32020VP93927,ABA-VL18,ＢＭＷ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,WDD2452322J655412,CBA-245232,メルセデス・ベンツ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,WDD1690342J218068,CBA-169034,メルセデス・ベンツ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,QNC21-0065652,DBA-QNC21,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,ZVW30-1313361,DAA-ZVW30,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,ACR50-7022497,DBA-ACR50W,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,NT30-122139,UA-NT30,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,FC26-006719,DBA-FC26,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,WTNP12-001616,TA-WTNP12,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,CCFFW-103446,DBA-CCFFW,マツダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,KB1-1001720,DBA-KB1,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,RG1-1127420,DBA-RG1,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,RN8-1020501,DBA-RN8,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,RR1-1109828,DBA-RR1,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,RK5-1008689,DBA-RK5,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/14,RR3-1002032,DBA-RR3,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,YA4-011780,DBA-YA4,スバル,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,HFC26-135416,DAA-HFC26,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,SG5-110931,TA-SG5,スバル,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,ZGM10-0012602,DBA-ZGM10G,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,TNU31-101218,DBA-TNU31,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,E11-325217,DBA-E11,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,CC25-360462,DBA-CC25,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,LY3P-111896,DBA-LY3P,マツダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,MNH10-0077712,TA-MNH10W,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,RN6-1043923,DBA-RN6,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,GGH20-8017073,DBA-GGH20W,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,E11-516098,DBA-E11,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,CV2W-0800440,DBA-CV2W,三菱,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,BR9-006233,DBA-BR9,スバル,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,BR9-061073,DBA-BR9,スバル,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,RB3-1300568,DBA-RB3,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,RN8-1017367,DBA-RN8,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,RG2-1007256,DBA-RG2,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,RR3-1010478,DBA-RR3,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,GE8-1310138,DBA-GE8,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,RG1-1303859,DBA-RG1,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,RB1-1100838,ABA-RB1,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,RN1-2100057,CBA-RN1,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,RF7-1010719,UA-RF7,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,CCEFW-224944,DBA-CCEFW,マツダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,CCFFW-106385,DBA-CCFFW,マツダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,LW3W-306013,UA-LW3W,マツダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,LW3W-156084,TA-LW3W,ＭＡＺＤＡ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,CREW-121203,DBA-CREW,マツダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,NCP21-0004739,GH-NCP21,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,ZVW30-1265111,DAA-ZVW30,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,QNC20-0025654,DBA-QNC20,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,NNP11-5033810,CBA-NNP11,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,MCR40-0017080,GH-MCR40W,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,UVF46-5006803,DAA-UVF46,レクサス,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,ANM10-0100435,DBA-ANM10W,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,GSR55-0001093,DBA-GSR55W,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,C25-690225,DBA-SC25,スズキ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,GP7-021678,DBA-GP7,スバル,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,SAJKC87K88SH24786,CBA-J72SB,ジャガー,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,L150S-2059634,DBA-L150S,ダイハツ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,AHR20-7021367,DAA-AHR20W,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,ZVW30-0234657,DAA-ZVW30,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,ZGE25-0020794,DBA-ZGE25W,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,MNH15-0004434,TA-MNH15W,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,AZK10-2040232,DAA-AZK10,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,ANA10-0022500,DBA-ANA10,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,ACM21-0065449,DBA-ACM21W,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,ZRE152-1027904,DBA-ZRE152N,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,ACR50-7058381,DBA-ACR50W,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,NNP11-5033661,CBA-NNP11,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,QNC21-0079592,DBA-QNC21,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/16,GRS184-0016526,DBA-GRS184,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
